id,product_name,retail_price,image,description,brand
1414,Mafatlal Cotton Bath Towel,695,"[""http://img5a.flixcart.com/image/bath-towel/7/8/c/marblu75-mafatlal-1100x1100-imadpqxnzhhhrc2h.jpeg"", ""http://img5a.flixcart.com/image/bath-towel/7/8/c/marblu75-mafatlal-original-imadpqxnzhhhrc2h.jpeg"", ""http://img5a.flixcart.com/image/bath-towel/m/y/6/8901326083673-jockey-original-imae9zhbfgfb9fzg.jpeg""]",Buy Mafatlal Cotton Bath Towel at Rs. 550 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,Mafatlal
1415,Mafatlal Cotton Bath Towel,695,"[""http://img6a.flixcart.com/image/bath-towel/f/a/q/marbei75-mafatlal-1100x1100-imadpfxfpgj2tgve.jpeg"", ""http://img6a.flixcart.com/image/bath-towel/f/a/q/marbei75-mafatlal-original-imadpfxfpgj2tgve.jpeg"", ""http://img6a.flixcart.com/image/bath-towel/f/a/q/marbei75-mafatlal-original-imadpfxfhzagk5rf.jpeg"", ""http://img5a.flixcart.com/image/bath-towel/m/y/6/8901326083673-jockey-original-imae9zhbfgfb9fzg.jpeg""]",Buy Mafatlal Cotton Bath Towel at Rs. 550 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,Mafatlal
1416,Right Abstract Cushions Cover,399,"[""http://img5a.flixcart.com/image/cushion-pillow-cover/7/a/k/diwali-cushion004-diwali-gift-cushion004-right-original-imaecuf88ghtp4mx.jpeg"", ""http://img6a.flixcart.com/image/cushion-pillow-cover/7/a/k/diwali-cushion004-diwali-gift-cushion004-right-original-imaecuf88ghtp4mx.jpeg""]","Right Abstract Cushions Cover (40 cm*40 cm, Brown, Yellow)
                         Price: Rs. 399
				
			Stick to your loved ones memories with this lovely printed Diwali cushions. The wonderful emotional quotes print make these comfortable cushions must have. These will surely make a perfect gift for any age group.
Stick to your loved ones memories with this lovely printed Diwali cushions. The wonderful emotional quotes print make these comfortable cushions must have. These will surely make a perfect gift for any age group.",Right
1417,Trident Cotton Bath Towel,999,"[""http://img6a.flixcart.com/image/bath-towel/2/p/e/ind01-trident-white-pearl-original-imaeyx3b7skzkgy4.jpeg"", ""http://img5a.flixcart.com/image/bath-towel/2/p/e/ind01-trident-white-pearl-original-imaeyzg8pdunnygh.jpeg"", ""http://img5a.flixcart.com/image/bath-towel/u/f/q/twl3060-gajri-salona-bichona-twl3060-gajri-original-imae9db5ggxrtnjg.jpeg""]","Trident Cotton Bath Towel (1 Bath Towel, White)
                         Price: Rs. 999
				
			Extremely plush & soft
indulgence towels is a high
end range of towels designed
to experience luxury.
Developed using patented Air
Rich technology, these towels
are high moisture absorbent,
luxuriously soft and durable.
Extremely plush & soft
indulgence towels is a high
end range of towels designed
to experience luxury.
Developed using patented Air
Rich technology, these towels
are high moisture absorbent,
luxuriously soft and durable.",Trident
1418,Trident Cotton Set of Towels,870,"[""http://img5a.flixcart.com/image/bath-towel/p/g/t/c37-trident-diamond-original-imaeffrfmpzquaft.jpeg"", ""http://img5a.flixcart.com/image/bath-towel/u/f/q/twl3060-gajri-salona-bichona-twl3060-gajri-original-imae9db5ggxrtnjg.jpeg""]",Buy Trident Cotton Set of Towels at Rs. 740 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,Trident
1419,Trident Cotton Set of Towels,999,"[""http://img6a.flixcart.com/image/bath-towel/b/d/v/elegant-trident-c01-original-imaeykydkhmtdtdr.jpeg"", ""http://img5a.flixcart.com/image/bath-towel/b/d/v/elegant-trident-c01-original-imaeykydkhmtdtdr.jpeg"", ""http://img5a.flixcart.com/image/bath-towel/u/f/q/twl3060-gajri-salona-bichona-twl3060-gajri-original-imae9db5ggxrtnjg.jpeg""]","Trident Cotton Set of Towels (2 pcs Bath Towels set, Beige, Brown)
                         Price: Rs. 999
				
			Each bath towel 75cm x 150cm; 500gsm
Each bath towel 75cm x 150cm; 500gsm",Trident
1420,Bombay Dyeing Cotton Bath Towel,575,"[""http://img6a.flixcart.com/image/bath-towel/j/w/d/tp-400-bombay-dyeing-tulip-peach-400-original-imaefbhd5fudhn5b.jpeg"", ""http://img5a.flixcart.com/image/bath-towel/u/f/q/twl3060-gajri-salona-bichona-twl3060-gajri-original-imae9db5ggxrtnjg.jpeg""]",Buy Bombay Dyeing Cotton Bath Towel at Rs. 539 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,Bombay Dyeing
1421,Rustic India Geometric Cushions Cover,1399,"[""http://img6a.flixcart.com/image/cushion-pillow-cover/r/j/y/ri-cc-vvcwbr-0919-ri-cc-vvcwbl-0919-rustic-india-original-imaebxxgkyaz3g4d.jpeg"", ""http://img5a.flixcart.com/image/cushion-pillow-cover/r/j/y/ri-cc-vvcwbr-0919-ri-cc-vvcwbl-0919-rustic-india-original-imaebxxgkyaz3g4d.jpeg"", ""http://img5a.flixcart.com/image/cushion-pillow-cover/r/j/y/ri-cc-vvcwbr-0919-ri-cc-vvcwbl-0919-rustic-india-original-imaebxxgdczmwctn.jpeg""]","Rustic India Geometric Cushions Cover (Pack of 5, 40 cm, Black)
                         Price: Rs. 799
				
			Let's your guest appreciate your fine taste in home décor as you bring home this 5 pieces cushion covers from Rustic India. Black in color, these cushion covers features an eye catchy geometric print that is hard to notice. The velvet fabric makes it look feathery.
Let's your guest appreciate your fine taste in home décor as you bring home this 5 pieces cushion covers from Rustic India. Black in color, these cushion covers features an eye catchy geometric print that is hard to notice. The velvet fabric makes it look feathery.",Rustic India
1422,Rajrang Geometric Cushions Cover,1695,"[""http://img6a.flixcart.com/image/cushion-pillow-cover/u/k/g/ccs08564-ccs-564-rajrang-1100x1100-imaedgfns2zjavse.jpeg"", ""http://img6a.flixcart.com/image/cushion-pillow-cover/u/k/g/ccs08564-ccs-564-rajrang-original-imaedgfns2zjavse.jpeg"", ""http://img5a.flixcart.com/image/cushion-pillow-cover/u/k/g/ccs08564-ccs-564-rajrang-original-imaedgfzqzg45s63.jpeg"", ""http://img5a.flixcart.com/image/cushion-pillow-cover/u/k/g/ccs08564-ccs-564-rajrang-original-imaedgfzw8yebj9f.jpeg"", ""http://img5a.flixcart.com/image/cushion-pillow-cover/u/k/g/ccs08564-ccs-564-rajrang-original-imaedgfnbztz8fwr.jpeg"", ""http://img5a.flixcart.com/image/cushion-pillow-cover/u/k/g/ccs08564-ccs-564-rajrang-original-imaedgfzwbvggbss.jpeg""]","Rajrang Geometric Cushions Cover (Pack of 5, 41 cm*41 cm, Black)
                         Price: Rs. 897
				
			Exclusive & Lovely Indian Design Cotton Cushion Cover is part of a dramatic, beautiful home furnishings collection. It made cotton Fabric it is a complete artistic piece for Home Furnishing items. This cushion cover set is really beautiful home decor item that can brighten up any room. The exotic pattern & Work in this Cushion Cover into your living room and office. This gorgeous piece of art is a perfect embellishment for your Home.
Exclusive & Lovely Indian Design Cotton Cushion Cover is part of a dramatic, beautiful home furnishings collection. It made cotton Fabric it is a complete artistic piece for Home Furnishing items. This cushion cover set is really beautiful home decor item that can brighten up any room. The exotic pattern & Work in this Cushion Cover into your living room and office. This gorgeous piece of art is a perfect embellishment for your Home.",Rajrang
1423,Home Attraction Geometric Cushions Cover,999,"[""http://img5a.flixcart.com/image/cushion-pillow-cover/h/q/4/0044-044-home-attraction-original-imaecex9py4at9cg.jpeg"", ""http://img6a.flixcart.com/image/cushion-pillow-cover/h/q/4/0044-044-home-attraction-original-imaecex9py4at9cg.jpeg""]","Home Attraction Geometric Cushions Cover (Pack of 5, 30 cm*30 cm, Black)
                         Price: Rs. 399
				
			designer piece of cushion covers
designer piece of cushion covers",Home Attraction
1424,Tiskal Geometric Cushions Cover,550,"[""http://img6a.flixcart.com/image/cushion-pillow-cover/4/n/t/cushion-cover-white-box-cushion-cover-white-box-tiskal-1100x1100-imaed8ffffxpng2s.jpeg"", ""http://img5a.flixcart.com/image/cushion-pillow-cover/4/n/t/cushion-cover-white-box-cushion-cover-white-box-tiskal-original-imaed8ffffxpng2s.jpeg""]","Tiskal Geometric Cushions Cover (40 cm*40 cm, White)
                         Price: Rs. 390
				
			Polyester Embroidred Cushion Cover
Polyester Embroidred Cushion Cover",Tiskal
1425,Pioneerpragati Embroidered Cushions Cover,1699,"[""http://img6a.flixcart.com/image/cushion-pillow-cover/w/g/w/cus104-cus104-pioneerpragati-1100x1100-imaebbdz2rbyjjez.jpeg"", ""http://img5a.flixcart.com/image/cushion-pillow-cover/w/g/w/cus104-cus104-pioneerpragati-original-imaebbdz2rbyjjez.jpeg"", ""http://img5a.flixcart.com/image/cushion-pillow-cover/w/g/w/cus104-cus104-pioneerpragati-original-imaebbdzearzmzyc.jpeg""]","Pioneerpragati Embroidered Cushions Cover (Pack of 5, 41 cm*41 cm, Multicolor)
                         Price: Rs. 799
				
			This multicolour 5 piece cushion cover set is made from dupion silk cloth. It is graced with brocade work and golden embroidery in the center. The Leafy pattern in traditional Sanganeri design makes it look elegant. It is also decorated with assorted brocade laces on each cover adding shimmer to it. The golden Zari work makes it look royal. These traditional and ethnic creations are the specialty of Rajasthan.

Product Usage:
These cushion covers are capable to elegant your living area or drawing room with their sparkling presence. 

Specifications:

Product Dimensions: LxB: 16x16 inches
Item Type: Cushion Covers
Color: Multicolor
Material: Dupion Silk
Specialty: Embroidered Banarasi Work
Fabric Thread Count: 116
Wash care:
Dryclean only

Disclaimer:
The item being handmade, the fine design, pattern and color tone of the product may vary slightly from that shown in the image. However, there would not be any compromise in quality.

Return Policy:
No Questions Asked 7 days Return/ Replacement, if you are not satisfied with the product.

Brand:
Halowishes
This multicolour 5 piece cushion cover set is made from dupion silk cloth. It is graced with brocade work and golden embroidery in the center. The Leafy pattern in traditional Sanganeri design makes it look elegant. It is also decorated with assorted brocade laces on each cover adding shimmer to it. The golden Zari work makes it look royal. These traditional and ethnic creations are the specialty of Rajasthan.

Product Usage:
These cushion covers are capable to elegant your living area or drawing room with their sparkling presence. 

Specifications:

Product Dimensions: LxB: 16x16 inches
Item Type: Cushion Covers
Color: Multicolor
Material: Dupion Silk
Specialty: Embroidered Banarasi Work
Fabric Thread Count: 116
Wash care:
Dryclean only

Disclaimer:
The item being handmade, the fine design, pattern and color tone of the product may vary slightly from that shown in the image. However, there would not be any compromise in quality.

Return Policy:
No Questions Asked 7 days Return/ Replacement, if you are not satisfied with the product.

Brand:
Halowishes",Pioneerpragati
1426,Madhavs Geometric Cushions Cover,750,"[""http://img6a.flixcart.com/image/cushion-pillow-cover/e/p/k/a65-bbmc00185e-madhavs-1100x1100-imaechvyh7chthhz.jpeg"", ""http://img6a.flixcart.com/image/cushion-pillow-cover/e/p/k/a65-bbmc00185e-madhavs-original-imaechvyh7chthhz.jpeg"", ""http://img5a.flixcart.com/image/cushion-pillow-cover/e/p/k/a65-bbmc00185e-madhavs-original-imaechvyuaqxwj3r.jpeg""]","Madhavs Geometric Cushions Cover (Pack of 5, 40 cm*40 cm, Brown, White)
                         Price: Rs. 460
				
			Add richness to your living room with an exciting range of designer cushion covers from Madhavs.Its Contemporary design will give different look to your home.It is ideal for your personel use and make a great gift to your friends and family.
Add richness to your living room with an exciting range of designer cushion covers from Madhavs.Its Contemporary design will give different look to your home.It is ideal for your personel use and make a great gift to your friends and family.",Madhavs
1427,Craftghar Embroidered Cushions Cover,1332,"[""http://img5a.flixcart.com/image/cushion-pillow-cover/s/f/h/g-08059-g-08059-craftghar-1100x1100-imaecfmgjsv5r2hm.jpeg"", ""http://img5a.flixcart.com/image/cushion-pillow-cover/s/f/h/g-08059-g-08059-craftghar-original-imaecfmgjsv5r2hm.jpeg""]","Craftghar Embroidered Cushions Cover (40 cm*40 cm, Multicolor)
                         Price: Rs. 529
				
			This beautifully embroidered Cushion Cover from Craftghar, is the perfect accessory for your Sofa, Accent Chair or Recliner.
This beautifully embroidered Cushion Cover from Craftghar, is the perfect accessory for your Sofa, Accent Chair or Recliner.",Craftghar
1428,Bombay Dyeing Cotton Bath Towel,549,"[""http://img5a.flixcart.com/image/bath-towel/b/w/r/mt060120di0003-bombay-dyeing-original-imadzcfzfcp6cy4z.jpeg"", ""http://img5a.flixcart.com/image/bath-towel/m/y/6/8901326083673-jockey-original-imae9zhbfgfb9fzg.jpeg""]",Buy Bombay Dyeing Cotton Bath Towel at Rs. 514 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,Bombay Dyeing
1429,Aakar Floral Cushions Cover,799,"[""http://img5a.flixcart.com/image/cushion-pillow-cover/2/x/a/akarce-akarce004-aakar-original-imaed8c68mpmnt6f.jpeg"", ""http://img6a.flixcart.com/image/cushion-pillow-cover/2/x/a/akarce-akarce004-aakar-original-imaed8c68mpmnt6f.jpeg"", ""http://img6a.flixcart.com/image/cushion-pillow-cover/2/x/a/akarce-akarce004-aakar-original-imaed8c7xqgx3ksb.jpeg"", ""http://img5a.flixcart.com/image/cushion-pillow-cover/2/x/a/akarce-akarce004-aakar-original-imaed8c9vgj5pd2d.jpeg""]","Aakar Floral Cushions Cover (Pack of 5, 40 cm*40 cm, Multicolor)
                         Price: Rs. 499
				
			High Quality Cotton Cushion Covers. Floral Print Makes It Look Decent. Zip Behind The Cover To Easily Put The Cushion Inside. Suitable For Keeping In Bedroom Or Drawing Room
High Quality Cotton Cushion Covers. Floral Print Makes It Look Decent. Zip Behind The Cover To Easily Put The Cushion Inside. Suitable For Keeping In Bedroom Or Drawing Room",Aakar
1430,AAKAR Cartoon Cushions Cover,959,"[""http://img5a.flixcart.com/image/cushion-pillow-cover/t/u/9/akarce-akarce003-aakar-original-imaed8bggwwu2yvp.jpeg"", ""http://img5a.flixcart.com/image/cushion-pillow-cover/t/u/9/akarce-akarce003-aakar-original-imaed8bj7vqvvhn4.jpeg""]","AAKAR Cartoon Cushions Cover (Pack of 4, 40 cm*40 cm, Multicolor)
                         Price: Rs. 499
				
			Digitally printed unique design with MOWGLI cartoon character. Its a multicolored cushion cover and is perfect for enhancing the look of your living room or drawing room. High quality print.
Digitally printed unique design with MOWGLI cartoon character. Its a multicolored cushion cover and is perfect for enhancing the look of your living room or drawing room. High quality print.",AAKAR
1431,Shopkeeda Abstract Cushions Cover,699,"[""http://img5a.flixcart.com/image/cushion-pillow-cover/7/s/x/skcc049084-cushion-cover-16-x-16-inches-by-shopkeeda-cc-049084-1100x1100-imaedg9hd9zqmhdw.jpeg"", ""http://img5a.flixcart.com/image/cushion-pillow-cover/7/s/x/skcc049084-cushion-cover-16-x-16-inches-by-shopkeeda-cc-049084-original-imaedg9hd9zqmhdw.jpeg""]","Shopkeeda Abstract Cushions Cover (40.64 cm*40.64 cm, Multicolor)
                         Price: Rs. 199
				
			Decorate your bed or couch with a cushion in this 16 x 16 inch shopkeeda cushion cover, and augment the unique style of your room in an instant! Made from quality linen, the cover is light weight and durable, and allows you to comfortably hold, lean against or rest on your cushion. the cover is sure to add flavor, texture and depth to your living space. Your cushion in this cover will also look great on the dresser or even in the car. This cushion cover is safe to machine wash, so you're always free to change up the design once in a while as well.
Decorate your bed or couch with a cushion in this 16 x 16 inch shopkeeda cushion cover, and augment the unique style of your room in an instant! Made from quality linen, the cover is light weight and durable, and allows you to comfortably hold, lean against or rest on your cushion. the cover is sure to add flavor, texture and depth to your living space. Your cushion in this cover will also look great on the dresser or even in the car. This cushion cover is safe to machine wash, so you're always free to change up the design once in a while as well.",Shopkeeda
1432,Shopkeeda Abstract Cushions Cover,1399,"[""http://img6a.flixcart.com/image/cushion-pillow-cover/y/k/h/skcccmb049088-set-of-5-cushion-cover-16-x-16-inches-by-shopkeeda-1100x1100-imaedg9ggj3vjxcj.jpeg"", ""http://img5a.flixcart.com/image/cushion-pillow-cover/y/k/h/skcccmb049088-set-of-5-cushion-cover-16-x-16-inches-by-shopkeeda-original-imaedg9ggj3vjxcj.jpeg""]","Shopkeeda Abstract Cushions Cover (Pack of 5, 40.64 cm*40.64 cm, Multicolor)
                         Price: Rs. 750
				
			Decorate your bed or couch with a cushion in this 16 x 16 inch shopkeeda cushion cover, and augment the unique style of your room in an instant! Made from quality linen, the cover is light weight and durable, and allows you to comfortably hold, lean against or rest on your cushion. the cover is sure to add flavor, texture and depth to your living space. Your cushion in this cover will also look great on the dresser or even in the car. This cushion cover is safe to machine wash, so you're always free to change up the design once in a while as well.
Decorate your bed or couch with a cushion in this 16 x 16 inch shopkeeda cushion cover, and augment the unique style of your room in an instant! Made from quality linen, the cover is light weight and durable, and allows you to comfortably hold, lean against or rest on your cushion. the cover is sure to add flavor, texture and depth to your living space. Your cushion in this cover will also look great on the dresser or even in the car. This cushion cover is safe to machine wash, so you're always free to change up the design once in a while as well.",Shopkeeda
